temperature,humidity,soil_moisture,label,description
27.3,69.0,68.1,Soybean,"Grows well in warm, moist environments."
26.9,75.7,56.1,Soybean,"Grows well in warm, moist environments."
20.6,65.5,66.8,Soybean,"Grows well in warm, moist environments."
25.5,75.7,63.1,Soybean,"Grows well in warm, moist environments."
27.5,69.8,66.1,Soybean,"Grows well in warm, moist environments."
23.8,65.5,67.3,Soybean,"Grows well in warm, moist environments."
26.1,66.2,66.9,Soybean,"Grows well in warm, moist environments."
20.9,76.2,50.5,Soybean,"Grows well in warm, moist environments."
24.3,63.7,62.3,Soybean,"Grows well in warm, moist environments."
27.6,75.1,53.3,Soybean,"Grows well in warm, moist environments."
22.4,66.1,55.4,Soybean,"Grows well in warm, moist environments."
27.1,76.4,50.6,Soybean,"Grows well in warm, moist environments."
27.6,69.0,64.2,Soybean,"Grows well in warm, moist environments."
25.5,71.5,70.0,Soybean,"Grows well in warm, moist environments."
21.5,73.8,60.2,Soybean,"Grows well in warm, moist environments."
21.8,64.2,54.4,Soybean,"Grows well in warm, moist environments."
23.9,66.4,51.7,Soybean,"Grows well in warm, moist environments."
23.9,77.5,53.7,Soybean,"Grows well in warm, moist environments."
24.5,73.3,54.3,Soybean,"Grows well in warm, moist environments."
25.2,61.2,63.4,Soybean,"Grows well in warm, moist environments."
29.6,75.4,51.7,Soybean,"Grows well in warm, moist environments."
29.4,74.0,67.7,Soybean,"Grows well in warm, moist environments."
28.9,60.1,58.6,Soybean,"Grows well in warm, moist environments."
29.6,62.8,60.0,Soybean,"Grows well in warm, moist environments."
25.5,77.2,58.0,Soybean,"Grows well in warm, moist environments."
25.6,64.7,63.8,Soybean,"Grows well in warm, moist environments."
20.2,71.8,55.6,Soybean,"Grows well in warm, moist environments."
21.7,77.7,50.8,Soybean,"Grows well in warm, moist environments."
29.0,77.0,53.0,Soybean,"Grows well in warm, moist environments."
27.1,69.1,57.8,Soybean,"Grows well in warm, moist environments."
24.0,64.8,56.8,Soybean,"Grows well in warm, moist environments."
28.9,77.3,66.7,Soybean,"Grows well in warm, moist environments."
28.3,77.0,52.8,Soybean,"Grows well in warm, moist environments."
21.8,75.6,68.7,Soybean,"Grows well in warm, moist environments."
21.6,65.7,52.6,Soybean,"Grows well in warm, moist environments."
26.4,68.9,50.5,Soybean,"Grows well in warm, moist environments."
29.5,64.1,66.2,Soybean,"Grows well in warm, moist environments."
21.2,74.3,59.8,Soybean,"Grows well in warm, moist environments."
26.3,75.8,60.4,Soybean,"Grows well in warm, moist environments."
27.7,71.1,56.7,Soybean,"Grows well in warm, moist environments."
20.7,67.1,55.6,Soybean,"Grows well in warm, moist environments."
29.6,60.9,53.2,Soybean,"Grows well in warm, moist environments."
29.5,79.9,54.0,Soybean,"Grows well in warm, moist environments."
24.7,70.5,52.7,Soybean,"Grows well in warm, moist environments."
29.5,73.1,54.1,Soybean,"Grows well in warm, moist environments."
27.3,61.8,63.6,Soybean,"Grows well in warm, moist environments."
22.8,77.6,50.9,Soybean,"Grows well in warm, moist environments."
24.4,62.5,68.5,Soybean,"Grows well in warm, moist environments."
22.2,78.6,53.0,Soybean,"Grows well in warm, moist environments."
28.6,78.5,55.7,Soybean,"Grows well in warm, moist environments."
22.2,73.6,65.0,Soybean,"Grows well in warm, moist environments."
21.1,77.6,59.8,Soybean,"Grows well in warm, moist environments."
28.1,61.1,62.4,Soybean,"Grows well in warm, moist environments."
29.3,65.4,55.0,Soybean,"Grows well in warm, moist environments."
24.4,77.7,50.1,Soybean,"Grows well in warm, moist environments."
21.6,69.6,66.3,Soybean,"Grows well in warm, moist environments."
28.3,78.8,56.5,Soybean,"Grows well in warm, moist environments."
25.0,64.9,54.9,Soybean,"Grows well in warm, moist environments."
24.2,79.0,57.5,Soybean,"Grows well in warm, moist environments."
25.1,63.7,53.1,Soybean,"Grows well in warm, moist environments."
25.1,63.0,62.9,Soybean,"Grows well in warm, moist environments."
28.8,67.2,58.8,Soybean,"Grows well in warm, moist environments."
26.5,76.2,59.1,Soybean,"Grows well in warm, moist environments."
20.7,71.6,56.9,Soybean,"Grows well in warm, moist environments."
25.0,62.7,62.8,Soybean,"Grows well in warm, moist environments."
29.0,63.5,68.7,Soybean,"Grows well in warm, moist environments."
24.7,64.9,65.8,Soybean,"Grows well in warm, moist environments."
23.5,68.3,62.9,Soybean,"Grows well in warm, moist environments."
24.6,65.8,52.4,Soybean,"Grows well in warm, moist environments."
20.5,79.8,68.4,Soybean,"Grows well in warm, moist environments."
26.0,67.1,66.7,Soybean,"Grows well in warm, moist environments."
25.3,63.1,56.0,Soybean,"Grows well in warm, moist environments."
24.0,65.5,69.1,Soybean,"Grows well in warm, moist environments."
27.2,78.7,51.9,Soybean,"Grows well in warm, moist environments."
24.6,72.1,60.1,Soybean,"Grows well in warm, moist environments."
24.9,70.2,68.1,Soybean,"Grows well in warm, moist environments."
28.2,71.5,62.6,Soybean,"Grows well in warm, moist environments."
22.8,71.3,57.1,Soybean,"Grows well in warm, moist environments."
28.6,76.6,59.8,Soybean,"Grows well in warm, moist environments."
22.6,62.6,65.9,Soybean,"Grows well in warm, moist environments."
27.8,67.9,53.1,Soybean,"Grows well in warm, moist environments."
22.4,73.3,53.5,Soybean,"Grows well in warm, moist environments."
21.7,78.4,69.5,Soybean,"Grows well in warm, moist environments."
29.9,75.8,68.2,Soybean,"Grows well in warm, moist environments."
28.1,76.5,63.0,Soybean,"Grows well in warm, moist environments."
20.4,69.3,52.1,Soybean,"Grows well in warm, moist environments."
24.8,73.9,51.7,Soybean,"Grows well in warm, moist environments."
27.7,72.0,59.1,Soybean,"Grows well in warm, moist environments."
21.8,64.6,53.8,Soybean,"Grows well in warm, moist environments."
29.1,69.3,62.8,Soybean,"Grows well in warm, moist environments."
29.4,71.3,53.6,Soybean,"Grows well in warm, moist environments."
17.1,49.9,41.0,Lentil,"Prefers cool, dry environments."
24.2,44.6,33.7,Lentil,"Prefers cool, dry environments."
13.6,41.1,37.2,Lentil,"Prefers cool, dry environments."
24.0,31.9,29.2,Lentil,"Prefers cool, dry environments."
20.5,36.8,42.0,Lentil,"Prefers cool, dry environments."
21.3,32.5,25.3,Lentil,"Prefers cool, dry environments."
18.4,49.4,44.1,Lentil,"Prefers cool, dry environments."
14.9,30.7,27.0,Lentil,"Prefers cool, dry environments."
24.2,45.2,40.3,Lentil,"Prefers cool, dry environments."
11.2,48.9,27.7,Lentil,"Prefers cool, dry environments."
14.9,41.0,37.3,Lentil,"Prefers cool, dry environments."
25.0,45.9,29.9,Lentil,"Prefers cool, dry environments."
16.9,43.2,39.0,Lentil,"Prefers cool, dry environments."
23.5,35.8,28.5,Lentil,"Prefers cool, dry environments."
24.7,42.5,34.2,Lentil,"Prefers cool, dry environments."
20.0,34.2,42.9,Lentil,"Prefers cool, dry environments."
11.0,43.8,40.2,Lentil,"Prefers cool, dry environments."
14.1,44.1,27.5,Lentil,"Prefers cool, dry environments."
23.9,31.9,25.5,Lentil,"Prefers cool, dry environments."
12.6,38.7,32.3,Lentil,"Prefers cool, dry environments."
12.6,37.8,27.5,Lentil,"Prefers cool, dry environments."
23.5,34.3,42.8,Lentil,"Prefers cool, dry environments."
16.8,35.7,41.5,Lentil,"Prefers cool, dry environments."
22.0,35.4,34.1,Lentil,"Prefers cool, dry environments."
23.1,49.9,26.1,Lentil,"Prefers cool, dry environments."
15.4,31.2,43.8,Lentil,"Prefers cool, dry environments."
20.1,38.4,29.8,Lentil,"Prefers cool, dry environments."
18.7,37.7,32.1,Lentil,"Prefers cool, dry environments."
12.6,48.4,33.8,Lentil,"Prefers cool, dry environments."
18.3,43.5,37.9,Lentil,"Prefers cool, dry environments."
18.4,43.6,38.6,Lentil,"Prefers cool, dry environments."
23.1,36.9,34.8,Lentil,"Prefers cool, dry environments."
17.5,48.1,37.6,Lentil,"Prefers cool, dry environments."
20.2,43.2,26.7,Lentil,"Prefers cool, dry environments."
18.5,49.1,33.2,Lentil,"Prefers cool, dry environments."
11.3,38.1,29.9,Lentil,"Prefers cool, dry environments."
20.4,45.4,33.0,Lentil,"Prefers cool, dry environments."
11.5,35.0,33.1,Lentil,"Prefers cool, dry environments."
22.0,35.8,35.8,Lentil,"Prefers cool, dry environments."
12.4,34.5,41.9,Lentil,"Prefers cool, dry environments."
19.4,39.9,42.1,Lentil,"Prefers cool, dry environments."
13.5,43.4,36.8,Lentil,"Prefers cool, dry environments."
11.4,45.1,39.3,Lentil,"Prefers cool, dry environments."
17.6,34.0,28.7,Lentil,"Prefers cool, dry environments."
14.0,42.3,31.5,Lentil,"Prefers cool, dry environments."
23.6,41.2,30.6,Lentil,"Prefers cool, dry environments."
22.1,42.7,29.3,Lentil,"Prefers cool, dry environments."
22.6,41.5,38.5,Lentil,"Prefers cool, dry environments."
24.0,41.5,40.9,Lentil,"Prefers cool, dry environments."
15.3,45.2,31.6,Lentil,"Prefers cool, dry environments."
12.9,47.1,43.4,Lentil,"Prefers cool, dry environments."
20.7,41.4,35.4,Lentil,"Prefers cool, dry environments."
13.1,38.2,40.2,Lentil,"Prefers cool, dry environments."
19.0,34.7,33.2,Lentil,"Prefers cool, dry environments."
18.0,32.0,33.6,Lentil,"Prefers cool, dry environments."
18.7,41.5,33.6,Lentil,"Prefers cool, dry environments."
18.3,44.2,25.4,Lentil,"Prefers cool, dry environments."
20.1,35.2,44.0,Lentil,"Prefers cool, dry environments."
16.8,49.2,37.5,Lentil,"Prefers cool, dry environments."
22.4,31.6,42.9,Lentil,"Prefers cool, dry environments."
18.4,41.5,43.8,Lentil,"Prefers cool, dry environments."
14.9,48.6,36.3,Lentil,"Prefers cool, dry environments."
11.6,32.7,26.7,Lentil,"Prefers cool, dry environments."
21.3,36.1,34.7,Lentil,"Prefers cool, dry environments."
16.6,48.7,33.3,Lentil,"Prefers cool, dry environments."
10.1,30.5,25.0,Lentil,"Prefers cool, dry environments."
24.2,33.1,31.8,Lentil,"Prefers cool, dry environments."
16.8,48.7,35.4,Lentil,"Prefers cool, dry environments."
14.7,31.5,27.4,Lentil,"Prefers cool, dry environments."
17.4,46.3,36.3,Lentil,"Prefers cool, dry environments."
23.1,42.9,37.4,Lentil,"Prefers cool, dry environments."
22.3,33.5,41.9,Lentil,"Prefers cool, dry environments."
16.3,44.7,32.0,Lentil,"Prefers cool, dry environments."
12.2,42.4,44.8,Lentil,"Prefers cool, dry environments."
18.5,36.3,26.9,Lentil,"Prefers cool, dry environments."
16.5,40.0,33.7,Lentil,"Prefers cool, dry environments."
14.2,41.9,41.8,Lentil,"Prefers cool, dry environments."
23.2,34.9,32.3,Lentil,"Prefers cool, dry environments."
12.2,45.7,31.1,Lentil,"Prefers cool, dry environments."
20.0,35.1,43.9,Lentil,"Prefers cool, dry environments."
22.8,39.0,25.6,Lentil,"Prefers cool, dry environments."
13.6,36.5,41.2,Lentil,"Prefers cool, dry environments."
23.7,46.1,26.3,Lentil,"Prefers cool, dry environments."
21.5,41.9,33.7,Lentil,"Prefers cool, dry environments."
25.0,37.1,29.5,Lentil,"Prefers cool, dry environments."
16.2,45.1,38.0,Lentil,"Prefers cool, dry environments."
14.7,44.7,39.4,Lentil,"Prefers cool, dry environments."
17.0,46.2,44.5,Lentil,"Prefers cool, dry environments."
21.5,35.8,37.9,Lentil,"Prefers cool, dry environments."
11.3,32.0,33.6,Lentil,"Prefers cool, dry environments."
20.2,44.2,44.5,Lentil,"Prefers cool, dry environments."
21.0,42.7,29.0,Lentil,"Prefers cool, dry environments."
21.4,41.1,31.4,Lentil,"Prefers cool, dry environments."
12.0,32.8,31.4,Lentil,"Prefers cool, dry environments."
11.8,42.6,41.6,Lentil,"Prefers cool, dry environments."
15.8,49.8,30.0,Lentil,"Prefers cool, dry environments."
13.7,36.9,39.7,Lentil,"Prefers cool, dry environments."
13.7,45.9,39.6,Lentil,"Prefers cool, dry environments."
11.4,38.0,34.8,Lentil,"Prefers cool, dry environments."
21.9,46.8,27.8,Lentil,"Prefers cool, dry environments."
